epoch,train_loss,valid_mse,valid_mae
1,0.7392538090546926,0.7451477578132901,0.648333431236314
2,0.5816008647282919,0.6107860040350955,0.5906779567503246
3,0.4886470635732015,0.5349789388528827,0.5538327503467132
4,0.44480932752291363,0.5077834239146427,0.5405533661731673
5,0.42646488050619763,0.5081310687287913,0.5452366319662884
6,0.42032689849535626,0.5052200786105474,0.5402318937137618
7,0.41539715727170307,0.5098403021978088,0.5418354731949272
8,0.41321271161238354,0.5085306386125347,0.5451091383606272
9,0.41499063372612,0.5038368787943259,0.5399049670646018
10,0.41178885102272034,0.5129331089494406,0.5439233288664026
11,0.41096173723538715,0.5038467454029681,0.5401410844031559
12,0.4071672062079112,0.5148801062155043,0.545992475978
13,0.401985024412473,0.5069354671658629,0.5419715269522258
14,0.407791331410408,0.5226335294710672,0.5474560496899309
15,0.4008210351069768,0.5062746434912082,0.5456914721822389
16,0.40011880298455554,0.527542370357591,0.5531864886977392
17,0.40409507354100543,0.5316508027579735,0.5545234880570409
