epoch,train_loss,valid_mse,valid_mae
1,0.7685084342956543,0.8388029135514502,0.6962749886624339
2,0.6983429491519928,0.8298070121848333,0.6952249227483803
3,0.648664265871048,0.8231060651918595,0.6973370887679283
4,0.5968000590801239,0.8203694154310016,0.7028866795150825
5,0.5553798079490662,0.8255799977577651,0.7133949417624753
6,0.5187390148639679,0.8406040491233966,0.7283985539812294
7,0.49753324687480927,0.8553432600530934,0.741079186212755
8,0.48168642818927765,0.8530926042644379,0.741808962899261
9,0.4612444043159485,0.8356764583812502,0.7321329853253689
10,0.44542014598846436,0.8082535975261518,0.7155125046554133
11,0.44585928320884705,0.7768749210888866,0.6963658004423096
12,0.43550240993499756,0.7554064977464072,0.6837360055931943
13,0.42524199187755585,0.7465302116698415,0.6797536977055834
14,0.4230179786682129,0.7429735674142277,0.6791111096646398
15,0.414756178855896,0.7394208937605291,0.6781425697405419
16,0.4137298911809921,0.738360127915695,0.678755276044
17,0.4054892361164093,0.7415869839547056,0.6820466202517965
18,0.409733846783638,0.7440988511048872,0.6845511128289561
19,0.4006492644548416,0.742380861979235,0.6837213574638915
20,0.4044027328491211,0.7411959055364414,0.6829531546482795
21,0.4015224725008011,0.7430683554833725,0.6841042881763076
22,0.3988489955663681,0.7429895935067429,0.6839610035149644
23,0.3969350904226303,0.7436581969416091,0.6842799497733707
24,0.39703144133090973,0.7474787635740695,0.6867874532178562
