epoch,train_loss,valid_mse,valid_mae
1,0.6843002140522003,0.5963910406779886,0.5847731594293147
2,0.5491552526752154,0.5167044809956233,0.5397096983079037
3,0.4499853005011876,0.5169067856334986,0.5439719166193451
4,0.4316272089878718,0.5104210121617578,0.5463976930659917
5,0.42187563081582385,0.5097156736123639,0.5384928595032014
6,0.4270534813404083,0.5086348601371915,0.5476528730011533
7,0.412015400826931,0.4998350068386704,0.5376750211663603
8,0.4204375594854355,0.5200679762255748,0.5450990232601827
9,0.39623506118853885,0.5083244762037418,0.541654373591732
10,0.3980596835414569,0.4990489086749482,0.5397441430652477
11,0.38540859520435333,0.5072162910098111,0.5464013477555906
12,0.42989131808280945,0.5048887833355096,0.539155938275057
13,0.36272817725936574,0.5034983444611772,0.5416835530570625
14,0.38947924723227817,0.5108267461373183,0.5461021518287901
15,0.4032997414469719,0.524325559700335,0.5578260851506152
16,0.36137621104717255,0.5247434647294776,0.549817468932732
17,0.3499450609087944,0.5052309956117135,0.5394914919426954
18,0.329005341976881,0.5174526748429292,0.5470753173382112
