epoch,train_loss,valid_mse,valid_mae
1,0.7459567785263062,0.8278487029814963,0.6924589039555886
2,0.6412753860155741,0.8165465613563576,0.6969589877279088
3,0.5626784563064575,0.8298236804163063,0.7156537851426142
4,0.5017869273821512,0.8523637065264416,0.7371478546237429
5,0.45996973911921185,0.8499268663934797,0.7405625559868501
6,0.4315839608510335,0.8052305654979303,0.715231592128344
7,0.41383588314056396,0.7834491145507763,0.7026108821561441
8,0.39650818705558777,0.7788952205165206,0.701059580390011
9,0.3859890202681224,0.7792722665338473,0.7020738312039885
10,0.38137144843737286,0.7667047672309629,0.6943041426602871
11,0.37181589007377625,0.7796316631958834,0.7038970260899551
12,0.36000027259190875,0.7797354125287775,0.704929758595508
13,0.3510299523671468,0.7673793109105825,0.6970430694937171
14,0.34416237473487854,0.7790948867243294,0.7044149996425753
15,0.3349568545818329,0.7806657263397256,0.7049219831955457
16,0.331865260998408,0.7959204424608383,0.7141276168468953
17,0.3208581507205963,0.7854119518700264,0.7071742192755285
18,0.3141689697901408,0.7946152405157892,0.7128643274833056
