epoch,train_loss,valid_mse,valid_mae
1,0.7649250328540802,0.836422369470277,0.6941943016328598
2,0.6811617314815521,0.8209248176190481,0.6915734979305327
3,0.6297632455825806,0.8160853956409078,0.6965178731506407
4,0.574998527765274,0.8248812502982266,0.7096620767985768
5,0.5340454876422882,0.8445320862926555,0.7278809738222387
6,0.4964865744113922,0.8628300008694172,0.7439670790549736
7,0.4906312972307205,0.8678013386902291,0.7506197607401518
8,0.46673092246055603,0.8585645931216276,0.747116549610391
9,0.46365219354629517,0.8401697787619912,0.7369216335421389
10,0.4498394876718521,0.8203322555707981,0.7252412672417964
11,0.4415013939142227,0.7932635246179106,0.7089899771540713
12,0.4374425709247589,0.7646979734483756,0.6916700592110072
13,0.42640043795108795,0.7514667048545669,0.6848368117593515
14,0.4330594837665558,0.7507756551969845,0.6864083078423536
15,0.42879003286361694,0.7525168402126605,0.6889845675084579
16,0.4135379493236542,0.7507470475439862,0.6889110530157906
17,0.411320760846138,0.7443785505653249,0.6855224130443383
18,0.40962663292884827,0.7388005844798232,0.6821869077043821
19,0.4052527993917465,0.7427994708033335,0.6852071416353808
20,0.39763763546943665,0.7515366875097867,0.6914020900381344
21,0.40157996118068695,0.754768248674541,0.6937271605970232
22,0.4052382856607437,0.755570615077048,0.694031178898066
23,0.3966663032770157,0.7510238820789447,0.6904889224541484
24,0.3971499502658844,0.7589135210951993,0.6950043436779607
25,0.3939252644777298,0.7742702772341182,0.7044701013959909
26,0.39677906036376953,0.7730284162473853,0.7033107290361621
