epoch,train_loss,valid_mse,valid_mae
1,0.7513080338637034,0.7739882177866786,0.6601945705963368
2,0.6635192433993021,0.6891617859483046,0.6211728409031501
3,0.5894631445407867,0.6085968796101573,0.5868145053503802
4,0.5327053368091583,0.5663642370631455,0.5676106563587342
5,0.49203332761923474,0.5384841090977123,0.5541402548821959
6,0.46627939244111377,0.5180699286306144,0.5475650140164657
7,0.44681314130624133,0.5080228316457744,0.5436009090625304
8,0.4341636548439662,0.4982221881763423,0.540921759777373
9,0.42661774158477783,0.49444304634021535,0.5391780159057445
10,0.4166828046242396,0.49665727188424474,0.5408224725551605
11,0.41726536055405933,0.4951070785438503,0.5390903702685788
12,0.40705584983030957,0.49624649448915226,0.5400105530566804
13,0.40702269971370697,0.4994326117777026,0.5406343159271754
14,0.4042261838912964,0.4987750641367191,0.5409153807167395
15,0.39945847789446515,0.5046905871330473,0.5447150158638093
16,0.3952782054742177,0.5024459056522561,0.5431203810981451
17,0.39781201879183453,0.5067243824122388,0.5441665639209963
