epoch,train_loss,valid_mse,valid_mae
1,0.7492204705874125,0.7770767419025699,0.6620418749098067
2,0.6672991911570231,0.6891784495205472,0.6208215897743226
3,0.6040862798690796,0.6140487448161457,0.5865610972817653
4,0.5497129261493683,0.5700495032329232,0.5666047823993599
5,0.5135254313548406,0.5440625581774436,0.554164401745383
6,0.4858940889437993,0.5271110702875662,0.5486791519835841
7,0.46743903557459515,0.5188991594054773,0.5479587325440639
8,0.45385309557120007,0.5053023694851714,0.5408595344774667
9,0.4334583878517151,0.497108614526205,0.5377506423345824
10,0.42792605857054394,0.49993404004878883,0.5415859427670735
11,0.42173655331134796,0.5037283293835491,0.5447775178155567
12,0.4140020509560903,0.5082278349252836,0.5458387341153181
13,0.40930811564127606,0.5149065875249399,0.5505267898688079
14,0.4101898471514384,0.5137920339622998,0.5492704022992944
15,0.40382113059361774,0.5044100840109977,0.5451952766910796
16,0.4001077910264333,0.5156991026826303,0.5493598807776789
17,0.39785706003506977,0.5114948948754545,0.5511232759092742
