epoch,train_loss,valid_mse,valid_mae
1,0.7588309347629547,0.8378874028122943,0.6986625663913567
2,0.6862002611160278,0.8268698850246864,0.6981380750100606
3,0.627739816904068,0.8225345636735815,0.703057799113851
4,0.5817347168922424,0.8254414617359835,0.7127851421922217
5,0.5313941836357117,0.8413874179921426,0.7284087199941514
6,0.5115455090999603,0.8614193792424365,0.7437040273507232
7,0.48786260187625885,0.8752432761803461,0.7534812299714725
8,0.46633510291576385,0.8736101856087078,0.7530863225948565
9,0.46270763874053955,0.8546391869871964,0.7418390457136014
10,0.4503109008073807,0.8317192997035601,0.728038011451448
11,0.437919557094574,0.814399592042309,0.7180468618914715
12,0.43831323087215424,0.7976953820627776,0.7087426252755875
13,0.42594893276691437,0.7892940052707818,0.7051765106695863
14,0.4176364243030548,0.7875797079500155,0.7058975827954945
15,0.4164866805076599,0.7859686635567591,0.7062992340607497
16,0.41571804881095886,0.7816094999594049,0.7047921267477452
17,0.40418440103530884,0.7816528894473281,0.7060444373069363
18,0.40487250685691833,0.7859759157034154,0.709756900283953
19,0.3987807035446167,0.7760075941376875,0.7041825690468584
20,0.39595848321914673,0.7758559902593891,0.7046587858011423
21,0.3968091905117035,0.7792199932481104,0.7070697261032143
22,0.3954957276582718,0.7812367931188539,0.7083186720195433
23,0.39210106432437897,0.7865389838821316,0.7115099363351525
24,0.38829851150512695,0.7871967692137382,0.7117133166399281
25,0.3891938328742981,0.7907345560810289,0.7136941804729425
26,0.3854331523180008,0.7910596363783663,0.713687138268981
27,0.38854724168777466,0.7931343081684142,0.7147733270776921
28,0.37934693694114685,0.7961464840450664,0.7165280146474611
