epoch,train_loss,valid_mse,valid_mae
1,0.7634297609329224,0.8281702076971783,0.6899940496983585
2,0.7025749087333679,0.817586106556683,0.6886308348591362
3,0.6583021879196167,0.8142490488720159,0.6927737860431029
4,0.6100777089595795,0.8161366162520284,0.7006167974445513
5,0.5657016336917877,0.8189326016200487,0.7086634517163246
6,0.5285584032535553,0.8214669077728518,0.715501729325412
7,0.5014313161373138,0.826170018521701,0.7223587110495409
8,0.478116899728775,0.8199087287661386,0.7216421132268678
9,0.46117328107357025,0.7945721956637359,0.7082122462617908
10,0.449720099568367,0.773637065831553,0.6965472969525998
11,0.4413194805383682,0.7846143171167651,0.7055132936418083
12,0.42627309262752533,0.8051282696023745,0.7193969289678211
13,0.4236523360013962,0.8015639467116034,0.7177848606199
14,0.4103034883737564,0.778732602616188,0.7039128788367873
15,0.4052848517894745,0.7586611050588793,0.6912642352436726
16,0.4046812951564789,0.7595275571776198,0.692371763216977
17,0.3950778841972351,0.772669750027769,0.7012379050351908
18,0.39964626729488373,0.7680120876970791,0.698153948121385
19,0.390433669090271,0.7457841878653915,0.6828686180269161
20,0.3884304314851761,0.7360163402213468,0.6759241562231466
21,0.38615742325782776,0.7428803448254379,0.6817407465657567
22,0.3867751359939575,0.7577393801527498,0.6929894522290557
23,0.3864065259695053,0.761505284911188,0.696073919656857
24,0.37861858308315277,0.7474830862793832,0.6866306792972814
25,0.38134267926216125,0.7431282773611773,0.6831641704544139
26,0.3839960992336273,0.7517579689019518,0.6888782971365847
27,0.3736102730035782,0.7654107564995479,0.6978720398420062
28,0.37418128550052643,0.7688610001851273,0.6993342913163036
