epoch,train_loss,valid_mse,valid_mae
1,0.76151043176651,0.8299007180774297,0.6909716516854141
2,0.6913941204547882,0.8132087929704065,0.687190946025445
3,0.6431461274623871,0.8087471810604443,0.6919054789011957
4,0.5957730710506439,0.8178580534882904,0.7054418905742534
5,0.5544406473636627,0.8358993307441777,0.7232998596719952
6,0.5204521417617798,0.8514664651288543,0.7374264797438822
7,0.4977152645587921,0.8560048678977755,0.7429869718859508
8,0.47668327391147614,0.8415544371511487,0.7358338721569783
9,0.4603279083967209,0.8162297743852589,0.7211372298994144
10,0.45385996997356415,0.7963474441744761,0.7097117244043167
11,0.4461643099784851,0.7849747042784804,0.7040247902053113
12,0.43598537147045135,0.7699643305796353,0.6959269560538931
13,0.43161730468273163,0.7582627938816491,0.6900285257406275
14,0.4277641624212265,0.7555504555654587,0.6899377961653695
15,0.4222404211759567,0.7565663588811612,0.6917000141175781
16,0.41616833209991455,0.7513214969968487,0.688904758462449
17,0.4138497859239578,0.7456461922498349,0.6858319384234602
18,0.40913619101047516,0.745655900455146,0.68641533516986
19,0.3975546509027481,0.744741705565881,0.6863111839371048
20,0.40093667805194855,0.7460655713859955,0.687680714861302
21,0.3960143178701401,0.7511933390563136,0.6915229145809139
22,0.39744172990322113,0.750392778009752,0.6912715455573252
23,0.3973997235298157,0.7501114641412131,0.6912187982241025
24,0.39155346155166626,0.7559976471308572,0.6952771149226271
25,0.38967016339302063,0.7558853947472426,0.6953157390416721
26,0.3868162930011749,0.7511810131971015,0.6922401120541605
27,0.3895922154188156,0.7518505027825958,0.6928220726696095
