epoch,train_loss,valid_mse,valid_mae
1,0.6898942093054453,0.6736593346743389,0.6080409960758028
2,0.5451257129510244,0.5511523295364954,0.5565226982776185
3,0.46424653629461926,0.5135085317472882,0.540062765591382
4,0.4407980144023895,0.5056285311111224,0.5398261327199907
5,0.43046364684899646,0.510271403781461,0.542401220977384
6,0.4198147455851237,0.499497793264503,0.5412755522263659
7,0.4160230855147044,0.5113770423858892,0.5435912392503097
8,0.4120914737383525,0.5122965691763286,0.5475537142334659
9,0.41049619515736896,0.5082935033923951,0.5429948007862407
10,0.4111736863851547,0.5030889772196389,0.5443619715909866
11,0.4064523031314214,0.5133162426795964,0.5476440351734967
12,0.40169557929039,0.5231795810309183,0.5523053036090657
13,0.4008265237013499,0.5372201327391709,0.5594528389941484
14,0.39869101842244464,0.5222447273709774,0.5538240646721894
