epoch,train_loss,valid_mse,valid_mae
1,0.7542774677276611,0.8517346129081166,0.7019823551440285
2,0.6849662661552429,0.8313586517917739,0.6966572027474109
3,0.6263104677200317,0.8220462921628636,0.6980531799825475
4,0.5929950773715973,0.8180405858768157,0.7026516139285451
5,0.5389106869697571,0.81248428423232,0.7058115505175484
6,0.504059761762619,0.8019249995410066,0.7044080812644621
7,0.474941149353981,0.7910434380524279,0.7010255191742717
8,0.4628802239894867,0.773963507883611,0.6915580725825521
9,0.44785115122795105,0.7560732812976363,0.6800851562378311
10,0.43297845125198364,0.746316675670271,0.6744304645697689
11,0.4210032820701599,0.7451735879831487,0.6756352099343329
12,0.42074811458587646,0.7450364794979287,0.6773699406970618
13,0.4142686128616333,0.7376949640215,0.6736526498732824
14,0.4089112728834152,0.7269432294002818,0.6670260329385015
15,0.40458478033542633,0.7261856118335002,0.6680298687529798
16,0.40245412290096283,0.7335683751638028,0.6746959168361042
17,0.4075704365968704,0.7443232410358483,0.6828803039743252
18,0.3969275951385498,0.7388457026821227,0.6795028094605186
19,0.3960273414850235,0.720870023380209,0.6666076495462234
20,0.40268903970718384,0.7159598083249085,0.6631522681570156
21,0.39364342391490936,0.7187506214829756,0.6662857795984055
22,0.392534077167511,0.7207528400957994,0.6684981563376888
23,0.3850281983613968,0.722850313005827,0.670404362400519
24,0.3856852054595947,0.725767733600312,0.6725497414340156
25,0.38876235485076904,0.7192516821644439,0.6676280627813409
26,0.3823884278535843,0.7101544175313246,0.6602889362379014
27,0.377789631485939,0.711629082823166,0.6614996178970736
28,0.3789551705121994,0.7198583194669711,0.6679805077693495
29,0.3751625716686249,0.7253560947575924,0.6719335119170624
30,0.3700796812772751,0.7209169783005043,0.6686002280091181
