epoch,train_loss,valid_mse,valid_mae
1,0.7079870303471884,0.683900766871269,0.6151746091050544
2,0.5375724881887436,0.5581043921174096,0.5647769636839302
3,0.4607173005739848,0.5058817597355497,0.538359138190265
4,0.42946143945058185,0.49099209436444957,0.5343288561353648
5,0.4289727459351222,0.49145785372137246,0.5336262590776121
6,0.42409299314022064,0.4906068772173311,0.536008959991021
7,0.4157148400942485,0.4881997029491245,0.5374726619190818
8,0.41998953620592755,0.5011241169984977,0.5361545064599444
9,0.41462212304274243,0.4934359698564015,0.5382546292845376
10,0.415492778023084,0.48781770664722973,0.532393863721965
11,0.4091331660747528,0.4930239105341524,0.5350626176367388
12,0.40791239341100055,0.4912271663721947,0.5338520211743243
13,0.40340587000052136,0.49143038060944655,0.5312887743565112
14,0.4043831378221512,0.4924198387125954,0.5342019824577684
15,0.4066757808128993,0.4955520057946356,0.5347002183417562
16,0.3999922623236974,0.4996859012686719,0.5368449890133239
17,0.3986812233924866,0.5060566360554224,0.5376553950586306
18,0.3935149808724721,0.5056872693019345,0.5412334790330255
