epoch,train_loss,valid_mse,valid_mae
1,0.7665720383326212,0.8306111707608134,0.6958156603543265
2,0.6543479363123575,0.8193868919368437,0.6985348219352012
3,0.5761662721633911,0.8296844136669392,0.7156342635521844
4,0.5143949786822001,0.85833535503182,0.7407062712993083
5,0.4700324436028798,0.8516456657193855,0.7419652645232502
6,0.4399215678373973,0.7882271029298421,0.7057003464100592
7,0.42068423827489215,0.7714109421554554,0.697224279953606
8,0.4106131394704183,0.7707800315384352,0.6993412751929855
9,0.39660540223121643,0.751458469682077,0.6877178086098421
10,0.38468791047732037,0.7538735315028138,0.6900409157374874
11,0.3735216160615285,0.7400470501030741,0.6812322254406576
12,0.367864062388738,0.7373564553793224,0.6794993498138358
13,0.35956448316574097,0.7572112016246089,0.6924724143806548
14,0.35270605484644574,0.7508158047603964,0.6880611500664034
15,0.3417024612426758,0.7312080940157439,0.674246592414156
16,0.3366549015045166,0.7408968654657584,0.6808967275665184
17,0.3284149169921875,0.7498535134244834,0.6866080331361788
18,0.32095831632614136,0.7379752261344681,0.6771466916804687
19,0.3109536071618398,0.7398676176827425,0.677932996946245
20,0.30377747615178424,0.749231893687266,0.6844511913677681
21,0.2970322370529175,0.7545394729414852,0.6876099692245974
22,0.28833284974098206,0.7609390709886319,0.691148242452334
23,0.2804979383945465,0.7605078227370345,0.6893524811649219
