epoch,train_loss,valid_mse,valid_mae
1,0.7732603450616201,0.8009856457906243,0.673072042940229
2,0.691977471113205,0.7315145956960554,0.6411316136643376
3,0.6234769920508066,0.6481708484655707,0.6059983831997418
4,0.5514200727144877,0.5786335155115572,0.5768289119431564
5,0.49936166902383167,0.5408053333095948,0.5582247429773178
6,0.47286346058050793,0.5225752062983788,0.5500271920401871
7,0.4549517333507538,0.5185488795803995,0.5493182434496154
8,0.4398227979739507,0.5052389754285874,0.5435616136356296
9,0.42662401497364044,0.506942344338955,0.5450286333278025
10,0.42247288922468823,0.5025657592011833,0.5424964992936709
11,0.41562342643737793,0.5053475760154312,0.544436427969014
12,0.4148734211921692,0.5094696895945257,0.546802479894675
13,0.4091581404209137,0.5061082988318082,0.5453312759693094
14,0.4074255774418513,0.5089795097951317,0.5484891160281252
15,0.4044813911120097,0.5118237668324488,0.5497556463074547
16,0.4006447146336238,0.5123381374756942,0.5496888107436351
17,0.39985789855321247,0.5152174589438543,0.5516627820664929
18,0.3943879157304764,0.5148357234114276,0.552243882554458
