epoch,train_loss,valid_mse,valid_mae
1,1.0223948409159977,0.7897438592544967,0.6892895211418865
2,0.6335052599509557,0.6782445016544262,0.645149020334911
3,0.5530984774231911,0.6720033712547525,0.6447933941300685
4,0.4932526449362437,0.6662809012364024,0.641669941081385
5,0.48637431114912033,0.6528320660117861,0.6338876528110419
6,0.46278466532627743,0.6548678589306934,0.6320357468688287
7,0.4386069377263387,0.6516043893378967,0.629558160705588
8,0.43592847883701324,0.6432106463387807,0.6238777555291342
9,0.3956881910562515,0.6617907737625396,0.6333883766835989
10,0.40301646788914997,0.6532256869129164,0.6282133378857393
11,0.40002163499593735,0.6642365531352941,0.6333831622342041
12,0.38921962678432465,0.6474321256865377,0.6260292773846363
13,0.37170297900835675,0.6571910059668109,0.6349808768835201
14,0.38545388480027515,0.6471444203912622,0.6278475168651071
15,0.374395489692688,0.6570375652960195,0.6321012901707989
16,0.36755627145369846,0.655843716314415,0.6297536877170261
