epoch,train_loss,valid_mse,valid_mae
1,0.756607194741567,0.8335997263340642,0.6967153979716987
2,0.6470646858215332,0.8168282496645789,0.6964274713843509
3,0.5624064803123474,0.8213295850550472,0.7097059869455589
4,0.4988800684611003,0.8262961989847224,0.7212037921197081
5,0.4575652281443278,0.8204277682114965,0.7226137080496691
6,0.42862507700920105,0.7974817820125617,0.7114225843791061
7,0.4112304945786794,0.7929162190211675,0.7105027096640433
8,0.3979298671086629,0.7848415501985537,0.7069656809756418
9,0.3905593852202098,0.7823366829767434,0.7057834754080204
10,0.3764296770095825,0.7865313727384932,0.708280391083919
11,0.3740716278553009,0.7811850482795736,0.7050416213405379
12,0.3666343589623769,0.7707324115171365,0.6985352173169969
13,0.3552045325438182,0.788549861030077,0.7095060146877087
14,0.35271458824475604,0.7944988939430094,0.713453663186956
15,0.3469489316145579,0.7779899295465559,0.7032810497059467
16,0.33160465955734253,0.7890001811324104,0.7101473162654912
17,0.322460542122523,0.797849821061138,0.7155369048018644
18,0.3181362450122833,0.7890352686433414,0.7095556732886791
19,0.30769861737887066,0.7758118538851849,0.7007231515121398
20,0.3025045891602834,0.7936012113421193,0.7118716306187901
