epoch,train_loss,valid_mse,valid_mae
1,0.7738241652647654,0.8035105716520943,0.6744384169140245
2,0.6916888455549876,0.7320244006321175,0.6398081344164923
3,0.6255118648211161,0.6467617471870596,0.6038855551870661
4,0.5546758274237314,0.5839092885479741,0.5787478658313703
5,0.5093054920434952,0.5488842368543548,0.5622362955250145
6,0.4781065930922826,0.5297878779978662,0.5525532580066109
7,0.46010468403498334,0.519667900652436,0.5490156523657475
8,0.44039738674958545,0.5086888714087995,0.5422998319679064
9,0.4325140019257863,0.5001610103949456,0.5405110009704086
10,0.42520998418331146,0.5094664619791979,0.5448175963968235
11,0.41640356183052063,0.4962190122354441,0.5378291408159963
12,0.41206274926662445,0.4988796744073186,0.5406591606215853
13,0.4110968162616094,0.5015221827514075,0.5408161833837518
14,0.4064246714115143,0.5003902002619977,0.5412013246845194
15,0.3991543600956599,0.5089283655994021,0.5435659137306863
16,0.3980317860841751,0.5007482124490282,0.5415969589290152
17,0.3978040466705958,0.5074120978745839,0.5454513784287446
18,0.3937867631514867,0.5101694550549871,0.5459613604842776
19,0.39293620487054187,0.5065553239705662,0.5444405705083906
