epoch,train_loss,valid_mse,valid_mae
1,0.6541514992713928,0.5743360683813511,0.5701540635161217
2,0.5730108320713043,0.5069118401025319,0.5388725951817847
3,0.4321382666627566,0.5055253461195226,0.543808482790315
4,0.4835473373532295,0.4952657397553222,0.5386268124416163
5,0.45180244992176694,0.47519364764433214,0.5265130260397071
6,0.46413831909497577,0.48832627264345135,0.5315765577264764
7,0.41697724163532257,0.5192070728846618,0.5504512778170452
8,0.4278098518649737,0.49089321379532813,0.5321203626164432
9,0.3890591909488042,0.4841369917625688,0.5369914790517102
10,0.399361751973629,0.4931690922192296,0.5359048466517687
11,0.3831314618388812,0.4815238397863236,0.530732491196345
12,0.411724254488945,0.4959232148487638,0.5423262126757947
13,0.4094989175597827,0.487576620338915,0.5377325855690075
