epoch,train_loss,valid_mse,valid_mae
1,0.7656485140323639,0.828253311714037,0.6908292151152124
2,0.6964516937732697,0.8119073589955024,0.6859599795347187
3,0.6459181308746338,0.7986638501273913,0.6842318312468898
4,0.5953299403190613,0.7909203798129537,0.6862136350047979
5,0.5527172982692719,0.7913392291947176,0.6927183812008443
6,0.5188345611095428,0.7945086728915173,0.699573300552288
7,0.4993727207183838,0.790208371934194,0.7004737387123263
8,0.47589777410030365,0.7758716943605808,0.693456262983285
9,0.46065910160541534,0.7569807281335879,0.6819425009325064
10,0.45213790237903595,0.7401657147968081,0.6706907406263558
11,0.4391942322254181,0.7279944980766742,0.6627049923288628
12,0.4299437254667282,0.7191524065535325,0.6579369034499744
13,0.42959046363830566,0.7130032441160762,0.655806529742779
14,0.4264040142297745,0.7102867971429762,0.6562964277212631
15,0.41704143583774567,0.7098075154240444,0.6579404361804807
16,0.4162006676197052,0.709490495473231,0.6590166678387267
17,0.40509556233882904,0.7093890318386555,0.6598008094256625
18,0.40235619246959686,0.7103834065108432,0.6610738352693611
19,0.4007851630449295,0.7102555648724025,0.6610005084153511
20,0.40001848340034485,0.7118131837097265,0.6620009787405475
21,0.39430977404117584,0.7167792426356927,0.6655785657711573
22,0.3900739997625351,0.7228876008500259,0.670081091211857
23,0.3899906575679779,0.7273528904952254,0.6730473821422527
24,0.38908861577510834,0.7332223015034376,0.676713325084819
25,0.38528698682785034,0.7391817660845484,0.6800425213873293
